0: 188,165,342,85,428,50,479
106: 448,185,507,423,823
107: 108,123,390,91,294,177,263,461
108: 107,123,390,91,459,68,77,217
109: 139,171,425,302,277,313
110: 278,157,89,244,173,198,246,375
111: 294,55,177,424,131,49
112: 959,470,381,735
113: 298,787,62,875,442,439
994: 760,904,899,1038
115: 94,149,288,470,381,519
116: 142,355,97,376,262,671,347,496,186,393
117: 337,44,452,206,653,202,485
118: 898,46,87,208,129,368
119: 211,864
120: 450,146,331,412,348,430,443
121: 289,230,364,88,296,19,301
122: 128,423,823,324,3,92,140,76
123: 107,108,390,424,308,300,419,177
124: 451,239,402,155,189,344,282,9
125: 426,209,156,498,489,163,345,492,258
126: 495,243,313,179,277,655,238
127: 417,134,358,493,58,183
128: 122,823,324,918,60,3,92,140
129: 359,368,105,118,208,329,367
130: 968,463,1016,689,1037,1039,884,662
131: 424,12,49,101,175,455,432,111
132: 252,395,924,510,418,362,28
133: 359,105,88,247,367,438,414,230
134: 417,40,127,493,183,65,210,5
135: 478,402,190,294,55,317,344
136: 54,467,205,191,36,27,476,31
137: 405,667,519,862
138: 465,537,330,577,462,231,279
139: 109,86,171,425,302,875,845,314
140: 92,184,251,918,60,485,3,128,122
141: 158,497,168,81
142: 116,355,97,262,284,437,45,819,186,395
1037: 1039,838,901,1016,130,887
144: 21,404,484,475,456,399,244
145: 577,4,499,553,452
146: 120,450,331,234,348,443,488,768,568
147: 979,154,944,884,728
1010: 558,745,817,826
149: 115,94,288,398,274,470,617
150: 237,216,161,354,333,174,71
151: 192,445,265,434,152,269,420,385,16,679
152: 363,490,434,76,855,248,154,979,192,151,265
153: 200,421,99,282,446,215,451
154: 855,248,1036,944,625,152,979,147,192
155: 66,478,402,303,344,9,214,124,239
156: 311,426,209,125,228,20,309,310,223,436
157: 278,89,110,244,484,173,399,213,246
158: 328,497,141,168,346,271,81,384
159: 486,218,408,406,206,268,202,322,440
160: 53,214,166,433,453,58,182
161: 237,150,216,387,333,174,427,15,212,75
162: 326,83,439,464,377,8,266,337,339,164,287,254
163: 489,345,492,223,426,209,125,415,270,258
164: 339,268,287,326,162,276,254
165: 213,188,0,270,100,342,14
166: 411,224,433,41,303,53,214,160,453
167: 173,399,357,200,99,456,491
168: 346,25,305,474,271,81,158,497,141
1031: 233,537,231,584,1008,552
170: 58,183,182,292,380,65,235
171: 139,109,86,243,313,314,487
172: 388,1023,471,370,43,858,609
173: 167,399,357,491,157,89,110,244,26,304,198
174: 65,235,333,380,387,349,212,150,161
175: 352,477,17,101,787,455,12,131
176: 351,56,320
177: 294,55,111,263,424,300,107,123
995: 637,758
179: 277,805,813,655,343,126,238
180: 671,347,708,839,393
181: 425,259,302,197,533
182: 58,170,53,160,269,292,453
183: 58,170,134,127,65,235,210
184: 92,140,251,60,322,3,218,392,59
185: 448,507,106,552,978,1008,770,612
186: 819,924,393,116,142,355,437,45,252,395
187: 383,449,260,257,388,226,1023,356
188: 213,165,0,100,278,342,428,50
189: 317,344,282,263,461,215,124
190: 72,227,290,98,55,478,402,135
191: 498,321,32,36,401,27,468,136
192: 445,151,265,154,490,434,152,979,420
193: 352,17,314,78,64,487,11
194: 834,610,4,587,245
195: 273,510,75,237,216,391
196: 47,201,374,73,30,401,607,321,32
197: 335,935,958,533,259,181
198: 365,26,304,316,173,110,246,375
199: 70,410,35,275,288,405,667,850
200: 153,421,99,456,491,167,399
201: 47,196,374,103,73,61,79,228,20,310
202: 60,485,322,44,117,206,268,218,159
203: 328,497,398,280,70,35,94
204: 207,479,232,85,264,257,260
205: 54,467,136,36,31,93,7,503
206: 337,44,452,117,268,287,202,159
207: 204,479,50,407,257,378,449,260
208: 769,118,898,129,368,329,367
209: 311,426,156,125,309,310,223,436,498,415,163
210: 5,307,183,40,134,65,354,333
211: 483,687,772,119
212: 437,15,387,284,349,174,161
213: 188,165,484,100,278,157,428
214: 9,53,160,303,66,155,166,411
215: 446,461,189,344,282,451,153,421
216: 237,150,161,354,341,71,195,391
217: 446,461,108,91,77,229,221
218: 408,159,60,202,322,227,184,440,392
219: 78,64,1007,494,315,33,308,438,340
220: 51,30,401,23,27,458,468,261
221: 332,229,38,297,34,459,77,446,217
222: 327,329,769,934,249
223: 436,429,311,209,156,373,415,163
224: 166,411,433,41
225: 403,378,482,325,412,450,331
226: 388,1023,67,257,260,187
227: 190,72,290,98,218,408,10,440,478,473
228: 79,20,309,310,47,201,156
229: 332,221,446,217,421,456,404
230: 289,121,364,133,88,414,296
231: 462,584,537,138,1031,233,552
232: 204,479,342,85,242,48,431,264,257
233: 1031,502,517,537,231
234: 272,80,482,450,146,767,617,768
235: 65,333,174,292,57,183,170,380,387
236: 23,74,621,837,697,51,30
237: 150,216,161,427,15,75,195,391
238: 353,389,281,179,712,655,495,243,126
239: 451,124,493,155,282,9,53,358,99
240: 54,467,476,29,989,84
241: 48,431,369,7,345,334,336,93,242
242: 342,85,14,334,336,48,241,232
243: 495,126,313,171,238,78,487,1007
244: 157,89,110,456,21,144,484,173,399
245: 577,194,834,4,465
246: 481,375,255,278,157,110,198,82,428
247: 494,394,359,133,105,438,414
248: 855,1036,154,625,324,490,434,469,76,152
249: 222,327,329,441,472
1038: 899,904,994
251: 92,140,184,10,392,59,469,76,41
252: 395,132,45,15,75,186,510
253: 37,878,560,377,744,104
254: 455,276,326,162,439,298,101,339,164
255: 481,246,375,278,82,428,396,403
256: 48,431,369,7,93,503,948,413
257: 264,67,207,204,232,260,187,226
258: 336,31,93,125,498,36,163,345,334
259: 425,181,935,197,753,805
260: 449,187,207,204,257,226
261: 318,936,51,220,306,23,458,846
262: 102,457,376,496,116,142,97
263: 294,177,107,91,189,317,344,461
264: 67,257,48,431,204,232,948
265: 192,445,151,434,152,979,601,457,679
266: 8,499,553,841,104,878,377,162,464
267: 67,312,948,370,95
268: 339,164,287,206,52,202,486,408,406,159
269: 292,57,420,385,453,433,151,182
270: 373,415,100,163,492,165,14
271: 372,350,466,168,346,158,384
272: 234,384,80,350,325,482,450,617
273: 195,510,63,285,391,409
274: 384,80,328,398,94,149,767,617
275: 410,199,400,988,409,405,850
276: 52,455,432,254,101,339,164
277: 179,805,425,109,126,313
278: 157,110,484,213,188,246,255,428
279: 918,138,330,462
280: 81,63,285,497,203,35
281: 353,238,712,655,46,87
282: 189,344,461,215,451,124,239,153
1019: 504,546,816,516
284: 387,349,102,16,142,97,437,15,212
285: 81,63,280,391,474,341,273,35
286: 566,680,2,379
287: 339,164,268,8,162,337,206
288: 115,94,149,70,199,667,519
289: 121,230,364,18,414,13,360
290: 190,72,227,52,432,49,55
291: 934,545
292: 269,57,385,453,58,170,182,380,235
293: 840,650,712
294: 55,111,177,263,107,135,317
295: 56,320,950,697
296: 19,103,441,88,327,367,121,230
297: 332,38,221,475,319,22,436,429,404,373
298: 113,101,787,326,83,439,477,455,254
299: 353,389,323
300: 33,308,424,12,11,177,123,390
301: 19,121,364,360,447,79,20
302: 425,181,845,139,109
303: 10,59,66,155,473,166,411,214
304: 365,26,316,198,40,173,357
305: 365,26,316,366,168,346,25,422,372
306: 23,74,686,861,261,936,929
307: 210,5,366,354,316,69,71
308: 33,300,219,11,419,340,123,390,68
309: 228,20,310,447,338,22,436,209,156
310: 228,20,309,47,201,426,209,156,321
311: 209,156,223,436
312: 379,948,413,267,95
313: 243,126,277,109,171,314,487
314: 352,477,17,193,139,86,171,313,487
315: 494,394,389,78,219,1007
316: 305,26,304,198,40,357,5,307,366
317: 189,344,294,55,263,402,135
318: 261,936,929,458,846,476,29,989
319: 360,447,338,459,13,38,297,22
320: 56,295,176,351
321: 498,191,32,36,310,47,196,426
322: 60,202,485,3,218,408,159,184,392
323: 394,353,389,299,46,368,105
324: 128,122,423,823,92,855,248,1036,625,76
325: 350,466,396,481,225,403,482,272
326: 83,162,439,62,298,164,254
327: 222,329,367,249,296,441
328: 158,497,203,398,384,80,274,617
329: 222,327,367,769,208,129,249
330: 577,138,918,279,653
331: 120,450,146,225,482,412,430
332: 229,38,297,221,475,429,404
333: 65,235,354,174,380,210,150,161,71
334: 345,492,336,258,342,14,242,48,241
335: 935,197,547,531
336: 258,31,93,345,334,242,369,241
337: 452,117,206,8,499,162,287
338: 360,447,319,20,309,22,436
339: 164,268,287,162,52,276,254,406
340: 438,18,419,219,494,33,308
341: 474,69,71,216,81,285,391
342: 85,14,242,334,188,165,0,232
343: 712,655,813,722,179
344: 189,317,282,263,402,155,135,215,124
345: 489,163,492,334,125,415,336,258,14,241
346: 168,25,422,365,305,372,271,158
347: 671,496,180,116,355,839,393
348: 430,24,120,146,443,687,772
349: 380,387,284,57,385,102,16,174,212
350: 466,271,325,482,384,272,80
351: 176,320
352: 477,17,175,314,193,86,787
353: 389,238,281,299,655,495,46,323
354: 65,333,210,5,307,150,216,69,71
355: 116,142,97,347,496,45,839,819,186,393
356: 430,24,383,187,388,858
357: 167,173,399,417,491,40,304,316
358: 9,53,239,493,58,127
359: 129,368,133,105,88,247,367
360: 447,338,319,289,364,301,459,13
361: 454,708,6,555,671
362: 28,747,924,132,418,693
363: 490,434,469,76,152,433,41,420
364: 289,121,230,301,13,360,447
365: 305,26,304,198,481,375,346,422,372
366: 5,307,305,26,316,69,25
367: 327,329,208,129,359,133,88,296
368: 129,359,105,118,46,208,394,323
369: 48,431,241,7,256,336,93,503,948
370: 471,43,95,267,1023,172
1020: 663,691
372: 466,271,365,305,26,481,375,346,422
373: 415,270,100,297,475,223,429,21,404,484,492
374: 47,196,201,73,61,607
375: 481,246,255,110,365,26,198,372
376: 555,601,262,457,679,671,496,116
377: 560,62,938,744,253,878,266,104,83,162,439,464
378: 225,403,82,407,207,449,412
379: 312,413,680,566,286,803
380: 387,349,292,57,170,16,235,333,174
381: 519,115,470,112,735
1016: 968,463,130,901,887,1037
383: 449,187,412,388,430,24,356
384: 272,80,274,350,466,271,158,328
385: 269,292,57,420,445,151,16,349
386: 42
387: 380,284,349,57,102,16,235,174,437,212,161
388: 226,1023,172,383,187,356,858
389: 353,238,299,495,1007,394,315,323
390: 107,108,123,308,300,419,459,68,77
391: 63,285,237,216,474,341,71,273,195
392: 10,440,59,322,218,184,251,473,411
393: 819,186,347,180,116,355,839
394: 494,247,315,323,389,368,105
395: 252,132,142,45,819,924,186
396: 466,325,481,255,82,403
1014: 504,802
398: 328,497,203,274,94,149
399: 167,173,357,200,456,144,157,89,244
400: 693,988,275,850
401: 51,220,30,607,47,196,191,32,468
402: 66,478,155,135,190,317,344,124
403: 225,378,482,255,82,407,396,325
404: 21,144,332,229,297,475,421,456,373
405: 137,667,850,199,275,911,862
406: 486,408,159,339,268,52,72
407: 82,50,207,479,403,378,449
408: 486,218,406,159,268,52,322,72,227,440
409: 988,273,63,410,35,39,275
410: 70,35,199,39,275,63,988,409,850
411: 166,224,433,41,10,303,392,59,214
412: 383,449,225,378,120,331,430
413: 379,312,948,256,503,680
414: 438,18,247,133,289,230
415: 373,270,100,223,429,209,163,345,492,14
416: 590,418,954,628,819,924,596
417: 491,40,134,127,493,357
418: 590,416,924,132,362,747
419: 438,18,340,33,308,123,390,68
420: 269,385,453,363,434,433,192,151
421: 153,200,456,446,215,229,404
422: 346,365,305,372
423: 122,823,324,448,106,770,855,1036,625
424: 12,11,131,49,300,111,177,123
425: 259,181,302,277,805,139,109
426: 209,156,125,310,47,498,321,163
427: 15,75,237,161
428: 82,50,278,213,188,0,246,255
429: 223,22,436,332,297,475,373,415
430: 348,24,356,383,412,120,331,443
431: 48,369,241,256,232,264,67,948
432: 52,455,276,131,49,72,290,55
433: 166,411,224,41,363,434,160,269,420,453
434: 363,490,152,248,433,192,151,265,420
997: 472,73,61,1026,950,607
436: 223,22,429,338,309,297,311,209,156
437: 45,15,212,102,387,284,142,97,186
438: 18,419,414,340,219,494,247,133
439: 326,83,162,560,62,377,442,298,113,787,254
440: 10,392,59,218,408,159,72,227,478,473
441: 296,19,103,327,249,472
442: 875,845,560,62,938,439,113
443: 488,768,120,146,348,430,687,772
1039: 1037,953,838,130,662
445: 192,151,265,57,385,102,457,16,679
446: 217,461,215,91,229,221,153,421
447: 360,338,319,364,301,79,20,309
448: 185,507,106,423,770,612,625
449: 383,260,187,412,407,207,378
450: 120,146,331,225,482,234,272,768
451: 124,239,493,282,215,153,99
452: 337,117,206,8,499,145,577,653
453: 269,292,420,166,433,160,182
454: 361,708,6,514
455: 276,432,254,298,101,175,131,49
456: 200,421,229,404,144,167,399,244
457: 102,262,16,679,445,265,376,601,97
458: 27,846,468,476,220,318,261,936,29
459: 68,13,77,18,108,390,360,319,38,221,34
1034: 783,750
461: 446,217,215,263,107,91,189,282
462: 231,584,537,138,279,507
463: 968,1016,130,689,770,612
464: 83,162,377,8,266,841,104
465: 517,537,138,834,1013,577,245
466: 372,350,396,271,325,481,384
467: 54,205,136,240,27,476,29,84
468: 27,458,476,220,30,401,191,32
469: 363,490,76,92,251,59,248,41
470: 767,115,149,381,112
471: 370,43,996,1023,172,793,858,609,535
472: 73,61,997,249,103,441
473: 66,478,227,10,303,440,392
474: 69,341,71,168,25,81,285,391
475: 332,297,429,21,404,144,373
476: 27,458,846,468,318,467,136,240,29
477: 352,17,175,314,86,298,101,787
478: 66,402,155,135,473,190,227,98,440
479: 207,204,232,0,85,50,407
480: 891,949
481: 246,375,255,365,372,466,396,325
482: 225,403,350,325,234,272,450,331
483: 211,687,772
484: 21,144,373,100,278,157,244,213
485: 60,202,322,3,117,918,653,140
486: 408,406,159,268
487: 78,64,1007,171,243,313,314,193
488: 443,768,568,146,687
489: 163,345,125
490: 363,434,469,76,152,92,248,41,192
491: 417,40,493,200,99,167,173,357
492: 163,345,334,125,373,415,270,14
493: 451,239,9,358,99,58,417,491,134,127
494: 247,394,315,219,438,340
495: 243,126,353,389,238,1007
496: 671,347,376,555,262,116,355,97
497: 158,328,141,203,398,168,81,280
498: 191,321,32,36,426,209,125,258,31
499: 8,266,553,145,337,452
500: 707,957
501: 773,844,895
502: 681,517,537,233
503: 84,54,205,369,7,256,948,413
504: 1019,1014,802
505: 786
506: 725,852
507: 448,185,106,552,462,584,823
508: 970
509: 990,818
510: 273,195,75,252,132,28
511: 532,1018
512: 864
513: 
514: 629,963,6,454,879
515: 732,748,1025
516: 816,1019,945
517: 465,537,1013,502,233
518: 583,830,1011,1021
519: 381,115,288,137,667
520: 837,814,74,686
521: 792
522: 565,973
523: 
524: 796,940,675,701
525: 556,530
526: 710,755
527: 559
528: 782
529: 730,746
530: 525
531: 335,547
532: 1018,511,730,690
533: 966,958,197,181
534: 863,780
535: 609,471,724,793
536: 925,1009
537: 517,465,138,502,1031,233,462,231,584
538: 716
539: 659
540: 
541: 876,941
542: 794
543: 602,558
544: 673,683
545: 778,291
546: 992,816,791,1019
547: 335,935,531,753
548: 752
549: 911,862
550: 821,761,867
551: 636,743,905
552: 185,507,1031,231,584,978,1008
553: 8,499,266,841,833,4,587,145
554: 
555: 376,601,361,671,496
556: 525,684
557: 567,919
558: 1010,602,543
559: 527,738
560: 62,377,938,744,253,442,104,83,439
561: 
1033: 774
563: 721
564: 847
565: 522
566: 286,680,379,638,803
567: 952,557,748,581
568: 488,768,146,767
569: 910,711
570: 717
571: 812
572: 932
573: 631
574: 734,591
575: 788
576: 
577: 145,330,245,4,465,138,452,653
578: 1028,713,616
579: 947
580: 784
581: 748,952,567,916,914
582: 
583: 518,830,1011,1021
584: 462,231,537,1031,507,552
585: 700,608
586: 
587: 4,833,610,194,553,841
588: 
999: 1032,658,605,1024
590: 418,416,954,869,741
591: 913,643,734,574
1026: 950,621,73,997,607
593: 1012
594: 1025,610,914
595: 629,928,879,917
596: 891,628,839,924,416,954
597: 815,1017
598: 783,808
599: 894
600: 984,2
601: 376,555,979,265,457,679
602: 543,558,627
1030: 646
604: 749,923
605: 658,1029,999,1032
606: 879,917,868,652
607: 30,401,73,997,1026,621,196,374
608: 585
609: 96,535,172,471,858
610: 833,1025,594,194,587
611: 
612: 689,770,978,448,185,968,463
613: 832,822
614: 
615: 
616: 578
617: 767,328,234,272,80,274,149,768
618: 822,835
619: 
620: 
621: 1026,73,51,30,607,236
622: 
623: 1027
624: 
625: 855,248,1036,154,944,448,423,324,770
626: 
627: 602
628: 839,891,596,416,954
629: 595,514,928,879
630: 685,964
631: 573
1025: 594,515,610
633: 899
1013: 834,517,465
635: 862,785
636: 551,849
637: 995,758
638: 803,724,793,566,996,672
639: 779
640: 758,795
641: 
642: 
643: 826,591
644: 
645: 96,772
646: 1030
647: 963,953,838
648: 
649: 804,809,989
650: 293,840
651: 
652: 606,868,891
653: 918,330,577,452,117,485,3
654: 754
655: 712,343,179,126,353,238,281
656: 900,909
657: 
658: 605,999,915
659: 539
1036: 855,248,154,944,625,423,324,76
661: 
662: 884,728,130,689,1039,953,740
663: 1020,670
664: 688
1028: 578
666: 
667: 405,137,850,70,199,288,519
668: 703,829
669: 811
670: 847,663
671: 347,496,180,376,555,361,708,116
672: 638,724
673: 683,544
674: 
675: 940,524
676: 
677: 737,873
678: 947,756
679: 457,16,445,151,265,376,601
680: 2,379,413,566,286
681: 502
682: 
683: 673,544
684: 556
685: 630,843
686: 306,23,74,520,861,929
687: 483,211,772,348,443,488
688: 664
689: 770,612,463,130,944,884,662
690: 532
691: 1020
692: 729
693: 400,988,362,28,747
694: 
695: 956
696: 
697: 837,814,295,236
698: 
1017: 706,842,861,597,815,849
700: 964,585
701: 524,796,991
1035: 
703: 829,668
704: 810
705: 
706: 842,1017,861,849
707: 500,957,876
708: 454,361,671,180
709: 
710: 526
711: 569
712: 655,343,293,238,281,87
713: 578
1024: 999
715: 886
716: 538
717: 570
718: 
719: 777
720: 
721: 563
722: 813,343
723: 
724: 638,793,996,672,535
725: 852,506
726: 
727: 1027
728: 884,662,147,740
729: 692,799
730: 529,532,945
996: 471,43,95,638,803,724,793
732: 515
733: 
734: 574,591,913,844
735: 1029,381,112,959,874
736: 
737: 677,873
738: 872,559
739: 931,960
740: 6,953,662,728
741: 869,590,853,742
742: 741
743: 551
744: 560,377,938,921,37,253
745: 986,1010
746: 529
747: 362,28,418,693,853
748: 581,952,567,515,914
749: 604
750: 1034
751: 
752: 548
753: 813,935,547,259,805
754: 654
755: 906,526
756: 947,678
757: 771,892
758: 640,795,637,995
1029: 735,959,874,1032,605
760: 994,976
761: 871,550,867
762: 982,789
763: 889,946
1023: 388,226,172,187,471,370,858
1011: 1021,518,583,978,1008,801
766: 860
767: 470,617,234,274,768,568
768: 443,488,568,234,450,146,767,617
769: 208,934,856,812,222,329
770: 689,612,448,185,423,463,944,625,884
771: 757
772: 483,211,687,348,443,645
773: 501
774: 1033
775: 791
776: 897
777: 719
778: 545
779: 639
780: 534,863,902
1009: 925,536
782: 528
783: 598,808,1034
784: 893,580,982
785: 862,635
786: 505
787: 298,113,101,875,86,439,352,477,175
788: 827,575
789: 762
1008: 978,1031,1011,185,552
791: 992,816,775,546,806
792: 521
793: 638,724,471,43,996,535
794: 542
795: 758,640
796: 524,991,701
797: 
798: 
799: 729,800
800: 906,799
801: 901,1011,1021
802: 1014,504
803: 638,379,566,95,996
804: 809,649
805: 179,277,935,813,753,425,259
806: 983,922,992,791
1021: 1011,518,583,801
808: 598,783
809: 804,649
810: 704
811: 870,669
812: 856,571,769,934
813: 753,722,179,805,343
814: 837,697,520,74
815: 597,861,1017
816: 992,791,546,1019,516
817: 877,1010,826
818: 985,990,509
819: 924,186,393,142,355,839,395,416
820: 
821: 550,867
822: 832,618,613
823: 128,122,423,324,918,507,106
824: 946,998
825: 
826: 643,817,1010
827: 788
828: 
829: 703,668
830: 518,583
831: 886,972
832: 822,613
833: 916,610,878,587,553,841
834: 194,1013,4,465,245
835: 618
836: 
837: 814,697,520,236,74
838: 1037,1039,953,647
839: 628,347,180,355,819,393,596
840: 293,650,903
841: 266,553,104,916,833,878,587,464
842: 706,1017,861,929
843: 685
844: 734,501
845: 875,442,966,302,938,139
846: 458,476,318,261,29
847: 564,670
848: 
849: 706,1017,636
850: 405,667,400,988,410,199,275
851: 
852: 725,506
853: 747,741
854: 926
855: 248,1036,154,944,625,423,324,152
856: 903,898,769,934,812
1012: 593,867
858: 388,1023,172,471,356,609
859: 
860: 766
861: 306,686,815,929,706,842,1017
862: 785,405,137,549,635
863: 534,780
864: 512,959,119
865: 905
1032: 999,874,1029,605
867: 1012,821,550,761
868: 606,652
869: 741,590,954
870: 811
871: 761
872: 738
873: 998,737,677
874: 1029,735,1032
875: 442,845,139,86,113,787
876: 541,707
877: 986,817
878: 37,253,916,833,377,266,841,104
879: 917,606,629,595,514
880: 
881: 
882: 
883: 
884: 662,728,130,689,770,944,147
885: 
886: 715,831
887: 901,1016,1037
888: 977
889: 763
890: 974
891: 596,628,652,954,480
892: 757,937
893: 784
894: 599
895: 501
896: 
897: 776,961
898: 118,46,87,856,208
899: 1038,904,994,633
900: 656
901: 801,1016,887,1037
902: 780
903: 856,840
904: 994,899,1038
905: 551,865
906: 800,991,755
907: 
908: 
909: 656
910: 569
911: 405,549
998: 873,824
913: 591,734
914: 916,748,581,594
915: 658
916: 833,914,581,37,878,841
917: 879,606,595
918: 279,653,330,485,3,128,823,140
919: 557,921
920: 
921: 919,744
922: 983,806
923: 604
924: 819,186,395,132,596,418,416,362
925: 536,1009
926: 854,941
927: 
928: 629,595
929: 318,936,306,686,861,842
930: 
931: 960,739
932: 572
933: 
934: 769,856,291,812,222
935: 335,197,547,753,259,805
936: 318,261,929,306,23,458
937: 892
938: 560,62,377,744,442,845
939: 
940: 524,675
941: 541,926
1027: 727,623
1007: 78,219,487,495,243,389,315
944: 855,1036,154,625,689,770,884,147
945: 516,730
946: 824,763
947: 756,579,678
948: 312,413,431,369,256,503,264,267
949: 480
950: 1026,56,295,73,997
951: 
952: 567,748,581
953: 1039,838,662,647,740
954: 590,416,628,891,596,869
955: 
956: 695
957: 500,707
958: 197,533,966
959: 112,1029,735,864
960: 931,739
961: 897
962: 
963: 647,6,514
964: 700,630
965: 
966: 533,958,845
967: 
968: 463,1016,130,978,612
1018: 532,511
970: 508
971: 
972: 831
973: 522
974: 890
975: 
976: 760
977: 888
978: 1008,1011,185,552,968,612
979: 147,154,152,192,265,601
980: 
981: 
982: 762,784
983: 806,922
984: 600
985: 818
986: 877,745
987: 
988: 693,400,409,410,275,850
989: 29,318,240,649
990: 818,509
991: 796,906,701
992: 816,791,546,806
